Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,market_cap
532638,Shoppers Stop Ltd,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A ,5.0,INE498B01024,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,109949497
532639,Polaris Consulting & Services Limited,POLARISBBPH,POLARISBBPH,Delisted,B ,5.0,-, ,Equity,-,-,-,-,
532640,Cyber Media (India) Ltd.,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Active,T ,10.0,INE278G01037,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media,15667242
532641,Nandan Denim Limited,NDL,Nandan Denim Limited,Active,B ,10.0,INE875G01030,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,144147168
532642,JSW Holdings Limited,JSWHL,JSW Holdings Limited,Active,B ,10.0,INE824G01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,11099625
532643,Shree Ganesh Forgings Ltd.,SGFL,SHREE GANESH FORGINGS LTD.,Delisted,Z ,10.0,INE883G01018, ,Equity,-,-,-,-,12500494
532644,J.K. CEMENT LTD,JKCEMENT,J.K.CEMENT LTD.,Active,A ,10.0,INE823G01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,77268251
532645,Beeyu Overseas Ltd.,BEEYU,BEEYU OVERSEAS LTD.,Active,XT,10.0,INE052B01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,14141453
532646,Uniply Industries Ltd.,UNIPLY,UNIPLY INDUSTRIES LTD.,Suspended,Z ,2.0,INE950G01023,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,167647400
532647,Provogue (India) Ltd.,PROVOGE,PROVOGUE (INDIA) LTD.,Delisted,X ,1.0,INE968G01033, ,Equity,-,-,-,-,233381827
532648,Yes Bank Ltd.,YESBANK,YES BANK LTD.,Active,A ,2.0,INE528G01035,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,28767882106
532649,Nectar Lifesciences Limited,NECLIFE,NECTAR LIFESCIENCES LTD.,Active,B ,1.0,INE023H01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,178260970
532650,MSP STEEL & POWER LTD.,MSPL,MSP STEEL & POWER LTD.,Active,B ,10.0,INE752G01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,385415000
532651,SPL INDUSTRIES LIMITED,SPLIL,SPL INDUSTRIES LTD.,Active,B ,10.0,INE978G01016,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,29000004
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.0,INE614B01018,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,377249958
532653,HSBC InvestDirect(India) Ltd,HINVDIR,HSBC INVESTDIRECT (INDIA) LTD.,Delisted,B ,10.0,INE800B01013, ,Equity,-,-,-,-,
532654,McLeod Russel India Limited,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Active,T ,5.0,INE942G01012,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,104455735
532655,Shri Ramrupai Balaji Steels Ltd.,BALASTEELS,SHRI RAMRUPAI BALAJI STEELS LTD.,Delisted,T ,10.0,INE977G01018, ,Equity,-,-,-,-,
532656,FACOR Alloys Limited,FACORALL,FACOR ALLOYS LTD.,Active,XT,1.0,INE828G01013,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,195547355
532657,FACOR Steels Limited,FACORSTE,FACOR STEELS LTD.,Suspended,Z ,1.0,INE829G01011,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532658,Eon Electric Ltd,EON,EON ELECTRIC LTD.,Suspended,Z ,5.0,INE076H01025,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,16902466
532659,IDFC LIMITED,IDFC,IDFC LIMITED,Active,A ,10.0,INE043D01016,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,1599984436
532660,Vivimed Labs Ltd.,VIVIMEDLAB,VIVIMED LABS LTD.,Suspended,Z ,2.0,INE526G01021,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,82913915
532661,Rane (Madras)  Ltd.,RML,RANE (MADRAS) LTD.,Active,B ,10.0,INE050H01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,16265267
532662,HT Media Ltd,HTMEDIA,HT MEDIA LTD.,Active,B ,2.0,INE501G01024,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media,232748314
532663,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Active,B ,10.0,INE231F01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,15077941
532664,Amar Remedies Ltd.,AMAR,AMAR REMEDIES LTD.,Delisted,XT,10.0,INE787G01011, ,Equity,-,-,-,-,
532665,Rajvir Industries Limited,RAJVIR,RAJVIR INDUSTRIES LTD.,Suspended,Z ,10.0,INE011H01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,3994860
532666,FCS Software Solutions Ltd.,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,Active,B ,1.0,INE512B01022,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,1709553100
532667,SUZLON ENERGY LTD.,SUZLON,SUZLON ENERGY LTD.,Active,T ,2.0,INE040H01021,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,13601542396
532668,Aurionpro Solutions Ltd.,AURIONPRO,AURIONPRO SOLUTIONS LTD.,Active,T ,10.0,INE132H01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,27606765
532669,Southern Online Bio Technologies Ltd.,SBTL,SOUTHERN ONLINE BIO TECHNOLOGIES LTD.,Suspended,XT,10.0,INE371B01023,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,45000000
532670,Shree Renuka Sugars Ltd.,RENUKA,SHREE RENUKA SUGARS LTD.,Active,A ,1.0,INE087H01022,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,2128489773
532671,Jyothy Consumer Products Limited,JYOTHYCONS,JYOTHY CONSUMER PRODUCTS LTD.,Delisted,B ,10.0,INE099H01019, ,Equity,-,-,-,-,
532672,Glodyne Technoserve Ltd,GLODYNE,GLODYNE TECHNOSERVE LTD.,Delisted,Z ,6.0,INE932G01021, ,Equity,-,-,-,-,
532673,K. M. Sugar Mills Ltd.,KMSUGAR,K.M.SUGAR MILLS LTD.,Active,B ,2.0,INE157H01023,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,92000170
532674,Bannari Amman Spinning Mills Ltd,BASML,BANNARI AMMAN SPINNING MILLS LTD.,Active,B ,5.0,INE186H01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,64841871
532675,Prithvi Information Solutions Ltd.,PRITHVI,PRITHVI INFORMATION SOLUTIONS LTD.,Delisted,Z ,10.0,INE700C01013, ,Equity,-,-,-,-,
532676,PBA INFRASTRUCTURE LTD.,PBAINFRA,PBA INFRASTRUCTURE LTD.,Active,B ,10.0,INE160H01019,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,13500562
532677,VIKASH METAL AND POWER LTD.,VIKASHMET,VIKASH METAL & POWER LTD.,Delisted,T ,10.0,INE158H01013, ,Equity,-,-,-,-,
532678,Bombay Rayon Fashions Ltd.,BRFL,BOMBAY RAYON FASHIONS LTD.,Suspended,Z ,10.0,INE589G01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,317476479
532679,SORIL Infra Resources Limited,SORILINFRA,SORIL Infra Resources Ltd,Delisted,B ,10.0,INE034H01016,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,31500000
532680,Prime Securities Ltd.,PRIMESEBBPH,PRIMESEBBPH,Delisted,B ,5.0,-, ,Equity,-,-,-,-,
532681,Indiabulls Financial Services Ltd.,IBULLSBBPH,IBULLSBBPH,Delisted,B ,2.0,-, ,Equity,-,-,-,-,
532682,ABG Shipyard Ltd.,ABGSHIP,ABG SHIPYARD LTD.,Delisted,Z ,10.0,INE067H01016, ,Equity,-,-,-,-,99683675
532683,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Active,A ,2.0,INE212H01026,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,94320370
532684,Everest Kanto Cylinders Ltd.,EKC,EVEREST KANTO CYLINDER LTD.,Active,B ,2.0,INE184H01027,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,112207682
532685,Kama Holdings Limited,SRFPOLYBBPH,SRFPOLYBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532686,Kernex Microsystems (India) Ltd.,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Active,B ,10.0,INE202H01019,Transport Related Services,Equity,Services,Services,Transport Services,Transport Related Services,16759422
532687,Repro India Ltd.,REPRO,REPRO INDIA LTD.,Active,B ,10.0,INE461B01014,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication,14297288
532688,Compulink Systems Ltd.,COMSYS,COMPULINK SYSTEMS LTD.,Delisted,B ,10.0,INE206H01010, ,Equity,-,-,-,-,
532689,PVR INOX LIMITED,PVRINOX,PVR Inox Ltd,Active,A ,10.0,INE191H01014,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",98134446
532690,Ramsarup Industries Ltd.,RAMSARUP,RAMSARUP INDUSTRIES LTD.,Delisted,Z ,10.0,INE005D01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,31445235
532691,Tulip Telcom Ltd,TULIP,TULIP TELECOM LTD.,Delisted,Z ,2.0,INE122H01027, ,Equity,-,-,-,-,
532692,Radha Madhav Corporation Ltd.,RMCL,RADHA MADHAV CORPORATION LTD.,Suspended,Z ,10.0,INE172H01014,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,91295775
532693,Punj LLoyd Ltd,PUNJLLOYD,PUNJ LLOYD LTD.,Suspended,Z ,2.0,INE701B01021,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,335595745
532694,Bartronics India Ltd.,ASMS,BARTRONICS INDIA LTD.,Active,B ,1.0,INE855F01042,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,304576740
532695,Celebrity Fashions Ltd.,CELEBRITY,CELEBRITY FASHIONS LTD.,Active,B ,10.0,INE185H01016,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,56552074
532696,Educomp Solutions Ltd,EDUCOMP,EDUCOMP SOLUTIONS LTD.,Active,Z ,2.0,INE216H01027,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,122467168
532698,Nitin Spinners Ltd.,NITINSPIN,NITIN SPINNERS LTD.,Active,B ,10.0,INE229H01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,56220000
532699,Royal Orchid Hotels Ltd,ROHLTD,ROYAL ORCHID HOTELS LTD.,Active,B ,10.0,INE283H01019,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,27425215
532700,Entertainment Network (India) Ltd,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,Active,B ,10.0,INE265F01028,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,47670415
532701,CELLA SPACE LIMITED,CELLA,Cella Space Ltd,Active,Z ,10.0,INE266H01014,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,20151217
532702,Gujarat State Petronet Ltd.,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10.0,INE246F01010,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,564211376
532703,Reliance Capital Ventures Limited,RCAPVL,RELIANCE CAPITAL VENTURES LTD.,Delisted,B ,10.0,INE331H01016, ,Equity,-,-,-,-,
532704,Reliance Energy Ventures Limited,RENVL,RELIANCE ENERGY VENTURES LTD.,Delisted,B ,10.0,INE329H01010, ,Equity,-,-,-,-,
532705,Jagran Prakashan Limited,JAGRAN,JAGRAN PRAKASHAN LTD.,Active,B ,2.0,INE199G01027,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media,217654272
532706,Inox Leisure Limited,INOXLEISUR,INOX LEISURE LTD.,Delisted,A ,10.0,INE312H01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",122339094
532707,Dynemic Products Ltd.,DYNPRO,DYNEMIC PRODUCTS LTD.,Active,B ,10.0,INE256H01015,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,12028387
532708,GVK Power & Infrastructure Ltd,GVKPIL,GVK POWER & INFRASTRUCTURE LTD.,Active,B ,1.0,INE251H01024,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,1579210400
532709,Reliance Natural Resources Limited,RNRL,RELIANCE NATURAL RESOURCES LTD.,Delisted,XD,5.0,INE328H01012, ,Equity,-,-,-,-,
532710,Sadbhav Engineering Ltd.,SADBHAV,SADBHAV ENGINEERING LTD.,Active,B ,1.0,INE226H01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,171570800
532711,Sunil Hitech Engineers Limited,SUNILHITEC,SUNIL HITECH ENGINEERS LTD.,Delisted,XT,1.0,INE305H01028, ,Equity,-,-,-,-,461303200
532712,Reliance Communications Limited,RCOM,RELIANCE COMMUNICATIONS LTD.,Active,T ,5.0,INE330H01018,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,2765533050
532713,Sakuma Exports Ltd.,SAKUMA,SAKUMA EXPORTS LTD.,Active,B ,1.0,INE190H01024,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,234559430
532714,KEC International Ltd.,KEC,KEC INTERNATIONAL LTD.,Active,A ,2.0,INE389H01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,257088370
532715,Gitanjali Gems Ltd.,GITANJALI,GITANJALI GEMS LTD.,Suspended,Z ,10.0,INE346H01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
532716,Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Active,T ,10.0,INE047B01011,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,21342346
532717,Indo Tech Transformers Limited,INDOTECH,INDO TECH TRANSFORMERS LTD.,Active,B ,10.0,INE332H01014,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,10620000
532718,Pratibha Industries Ltd.,PRATIBHA,PRATIBHA INDUSTRIES LTD.,Suspended,Z ,2.0,INE308H01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,238597348
532719,B L Kashyap and Sons Ltd,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Active,B ,1.0,INE350H01032,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,225440000
532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Active,A ,2.0,INE774D01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),1235529920
532721,Visa Steel Limited,VISASTEEL,VISA STEEL LTD.,Suspended,T ,10.0,INE286H01012,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,115789500
532722,Nitco Ltd.,NITCO,NITCO LTD.,Active,T ,10.0,INE858F01012,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,71858955
532723,MPDL LIMITED,MPDL,MPDL Ltd,Active,XT,10.0,INE493H01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",7412524
532724,Mounteverest Trading & Investment Ltd.,MOUNTEVTR,MOUNTEVEREST TRADING & INVESTMENT LTD.,Delisted,B ,10.0,INE492H01016, ,Equity,-,-,-,-,
532725,Solar Industries India Limited,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A ,2.0,INE343H01029,Explosives,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,90490055
532726,GALLANTT ISPAT LIMITED,GALLANTT,Gallantt Ispat Ltd,Active,T ,10.0,INE297H01019,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,241280945
532727,Adhunik Metaliks Ltd.,ADHUNIK,ADHUNIK METALIKS LTD.,Delisted,Z ,10.0,INE400H01019, ,Equity,-,-,-,-,123499536
532728,Malu Paper Mills Limited,MALUPAPER,MALU PAPER MILLS LTD.,Active,T ,10.0,INE383H01017,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,17059250
532729,Uttam Sugar Mills Ltd,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,Active,B ,10.0,INE786F01031,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,38138120
532730,STL Global Ltd,SGL,STL GLOBAL LTD.,Active,B ,10.0,INE353H01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,26990915
532731,ROHIT FERRO-TECH LTD.,ROHITFERRO,ROHIT FERRO-TECH LTD.,Delisted,B ,10.0,INE248H01012,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,113776123
532732,Kewal Kiran Clothing Ltd.,KKCL,KEWAL KIRAN CLOTHING LTD.,Active,B ,10.0,INE401H01017,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,61625185
532733,SUN TV NETWORK LIMITED,SUNTV,SUN TV NETWORK LTD.,Active,A ,5.0,INE424H01027,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,394084620
532734,GODAWARI POWER AND ISPAT LTD.,GPIL,GODAWARI POWER & ISPAT LTD.,Active,A ,5.0,INE177H01021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,135944988
532735,R Systems International Limited,RSYSTEMS,R Systems International Limited,Active,B ,1.0,INE411H01032,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,118303445
532736,Powersoft Global Solutions Ltd.,POWERSOF,POWERSOFT GLOBAL SOLUTIONS LTD.,Delisted,XT,10.0,INE979C01013, ,Equity,-,-,-,-,
532737,Emkay Global Financial Services Ltd,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Active,B ,10.0,INE296H01011,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,24690776
532738,Tantia Constructions Limited,TCLCONS,TANTIA CONSTRUCTIONS LTD.,Active,T ,1.0,INE388G01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,155000000
532739,Plethico Pharmaceuticals Ltd.,PLETHICO,PLETHICO PHARMACEUTICALS LTD.,Delisted,Z ,10.0,INE491H01018, ,Equity,-,-,-,-,
532740,Lokesh Machines Limited,LOKESHMACH,LOKESH MACHINES LTD.,Active,B ,10.0,INE397H01017,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,18496770
532741,Kamdhenu Limited,KAMDHENU,Kamdhenu Ltd,Active,B ,10.0,INE390H01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,26935500
532742,PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD,PAUSHAK LTD.,Active,B ,10.0,INE111F01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,3082114
532743,Reliance Petroleum Limited,RPL,RELIANCE PETROLEUM LTD.,Delisted,A ,10.0,INE475H01011, ,Equity,-,-,-,-,
532744,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX,GTN TEXTILES LTD.,Active,X ,10.0,INE302H01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,11640478
532745,Inditrade Capital Limited,INDICAP,Inditrade Capital Limited,Active,X ,10.0,INE347H01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,23353626
532746,Unity Infraprojects Limited,UNITY,UNITY INFRAPROJECTS LTD.,Suspended,Z ,2.0,INE466H01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,120876802
532747,Kingfisher Airlines Limited,KFA,KINGFISHER AIRLINES LTD.,Delisted,Z ,10.0,INE438H01019, ,Equity,-,-,-,-,
532748,Prime Focus Limited,PFOCUS,PRIME FOCUS LTD.,Active,B ,1.0,INE367G01038,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,299848644
532749,Allcargo Logistics Ltd,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A ,2.0,INE418H01029,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,982782096
532750,"SRF Ltd.,",SRFLTDBBPH,SRFLTDBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532751,EASUN REYROLLE LTD.,EASUNREYRL,EASUN REYROLLE LTD.,Suspended,Z ,2.0,INE268C01029,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,30794141
532752,SEMAC CONSULTANTS LIMITED,REVTEQBBPH,REVTEQBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532753,Ashim Investment Company Limited,ASHIM,ASHIM INVESTMENT COMPANY LTD.,Delisted,B ,10.0,INE511H01021, ,Equity,-,-,-,-,
532754,GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA,GMR Airports Infrastructure Ltd,Active,A ,1.0,INE776C01039,Airport & Airport services,Equity,Services,Services,Transport Infrastructure,Airport & Airport services,6035945275
532755,Tech Mahindra Limited,TECHM,TECH MAHINDRA LTD.,Active,A ,5.0,INE669C01036,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,976758523
532756,CIE Automotive India Limited,CIEINDIA,CIE Automotive India Ltd,Active,A ,10.0,INE536H01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,379362377
532757,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Active,A ,10.0,INE540H01012,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,10117120
532758,KEW Industries Limited,KEWIND,KEW INDUSTRIES LTD.,Delisted,Z ,10.0,INE700H01012, ,Equity,-,-,-,-,
532759,ATLANTAA LIMITED,ATLANTAA,Atlantaa Ltd,Active,B ,2.0,INE285H01022,Road Assets–Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",81500000
532760,DEEP ENERGY RESOURCES LIMITED,DEEPENR,Deep Energy Resources Ltd,Active,B ,10.0,INE677H01012,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,32000000
532761,HOV Services Limited,HOVS,HOV SERVICES LTD.,Active,B ,10.0,INE596H01014,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,12594972
532762,Action Construction Equipments Ltd.,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,A ,2.0,INE731H01025,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,119083196
532763,Akzo Nobel India Limited,ICIBBPH,ICIBBPH,Delisted,P ,10.0,-, ,Equity,-,-,-,-,
532764,GeeCee Ventures Limited,GEECEE,GeeCee Ventures Limited,Active,B ,10.0,INE916G01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",20911729
532765,Usher Agro Limited,USHERAGRO,USHER AGRO LTD.,Delisted,XT,10.0,INE235G01011, ,Equity,-,-,-,-,77671511
532766,Richa Industries Limited,RICHAIND,RICHA INDUSTRIES LTD.,Suspended,Z ,10.0,INE516H01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,23430000
532767,Gayatri Projects Limited,GAYAPROJ,GAYATRI PROJECTS LTD.,Suspended,Z ,2.0,INE336H01023,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,187198685
532768,FIEM INDUSTRIES LIMITED,FIEMIND,FIEM INDUSTRIES LTD.,Active,B ,10.0,INE737H01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,26319660
532770,Hanung Toys & Textiles Limited,HANUNG,HANUNG TOYS & TEXTILES LTD.,Delisted,XT,10.0,INE648H01013, ,Equity,-,-,-,-,30822775
532771,JHS Svendgaard Laboratories Ltd.,JHS,JHS SVENDGAARD LABORATORIES LTD.,Active,T ,10.0,INE544H01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,78396762
532772,DCB Bank Limited,DCBBANK,DCB Bank Limited,Active,A ,10.0,INE503A01015,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,312804489
532773,Global Vectra Helicorp Ltd.,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Active,T ,10.0,INE792H01019,Airline,Equity,Services,Services,Transport Services,Airline,14000000
532774,Inspirisys Solutions Limited,INSPIRISYS,Inspirisys Solutions Ltd,Suspended,T ,10.0,INE020G01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,39616873
532775,GTL Infrastructure Limited,GTLINFRA,GTL INFRASTRUCTURE LTD.,Active,B ,10.0,INE221H01019,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,12807020947
532776,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,B ,2.0,INE637H01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,122222222
532777,Info Edge(India) Ltd.,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A ,10.0,INE663F01024,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,129384120
